claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
MODEL-sanity-libero_goal-recovery,TTL and TTL + inverse have identical recorded model inputs and executed actions for this task at state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/statistics/memory_sanity.json,fixed task-state pair,1,1,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-sanity-libero_goal-divergence,First actual action-index difference between fresh and stale at state 0.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/analyze_memory_sanity.py; scripts/cosmos_memory_sanity.py,artifacts/statistics/memory_sanity.json,fixed task-state pair,1,17,,,,,CONFIRMED,"Integration scope only. No population success estimate, confidence interval or p-value; no FRAME advantage. NVIDIA tokenizer identity unestablished."
MODEL-baseline-episodes,Completed fresh-observation deployment baseline episodes.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/raw/cosmos/fresh_baseline_4496.json,initial-state episode nested in fixed task,120,120,,,,,CONFIRMED,Fresh baseline only; no comparative FRAME effect. Three fixed tasks do not support broad suite generalization.
MODEL-baseline-libero_spatial-success,pick up the black bowl between the plate and the ramekin and place it on the plate: official success rate over initial states 1–40.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/statistics/fresh_baseline.json,initial state within fixed task,40,1.0,,,,,CONFIRMED,"Exact 95% binomial interval: [0.9119026971211976, 1.0]. Scope is this fixed task and initial-state distribution."
MODEL-baseline-libero_spatial-steps,pick up the black bowl between the plate and the ramekin and place it on the plate: median executed actions to official success.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/processed/fresh_baseline_episodes.csv,initial state within fixed task,40,77.5,,,,,CONFIRMED,"State-bootstrap 95% interval: [76.0, 78.5]. Fresh baseline only."
MODEL-baseline-libero_spatial-energy,pick up the black bowl between the plate and the ramekin and place it on the plate: median gross allocated-GPU-board energy per episode in mJ.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/processed/fresh_baseline_episodes.csv,initial state within fixed task,40,5346196.5,,,,,CONFIRMED,"Measured cumulative GPU board domain; excludes CPU, sensors and whole robot. State-bootstrap 95% interval: [5288464.0, 5425487.0]"
MODEL-baseline-libero_object-success,pick up the alphabet soup and place it in the basket: official success rate over initial states 1–40.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/statistics/fresh_baseline.json,initial state within fixed task,40,1.0,,,,,CONFIRMED,"Exact 95% binomial interval: [0.9119026971211976, 1.0]. Scope is this fixed task and initial-state distribution."
MODEL-baseline-libero_object-steps,pick up the alphabet soup and place it in the basket: median executed actions to official success.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/processed/fresh_baseline_episodes.csv,initial state within fixed task,40,139.5,,,,,CONFIRMED,"State-bootstrap 95% interval: [137.0, 141.0]. Fresh baseline only."
MODEL-baseline-libero_object-energy,pick up the alphabet soup and place it in the basket: median gross allocated-GPU-board energy per episode in mJ.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/processed/fresh_baseline_episodes.csv,initial state within fixed task,40,6850439.5,,,,,CONFIRMED,"Measured cumulative GPU board domain; excludes CPU, sensors and whole robot. State-bootstrap 95% interval: [6792872.5, 6942944.5]"
MODEL-baseline-libero_goal-success,open the middle drawer of the cabinet: official success rate over initial states 1–40.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/statistics/fresh_baseline.json,initial state within fixed task,40,1.0,,,,,CONFIRMED,"Exact 95% binomial interval: [0.9119026971211976, 1.0]. Scope is this fixed task and initial-state distribution."
MODEL-baseline-libero_goal-steps,open the middle drawer of the cabinet: median executed actions to official success.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/processed/fresh_baseline_episodes.csv,initial state within fixed task,40,122.0,,,,,CONFIRMED,"State-bootstrap 95% interval: [121.0, 126.0]. Fresh baseline only."
MODEL-baseline-libero_goal-energy,open the middle drawer of the cabinet: median gross allocated-GPU-board energy per episode in mJ.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial states 1–40 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Fresh RGB/wrist/proprioception per 16-action decision; official done; synchronous simulation; 40 initial states per fixed task,scripts/cosmos_fresh_baseline.py; scripts/analyze_fresh_baseline.py; scripts/plot_fresh_baseline.py,artifacts/processed/fresh_baseline_episodes.csv,initial state within fixed task,40,7217918.5,,,,,CONFIRMED,"Measured cumulative GPU board domain; excludes CPU, sensors and whole robot. State-bootstrap 95% interval: [7145645.0, 7350871.0]"
MODEL-population-episodes,"Completed learned-policy episodes in the fixed-task paired memory-control population, including the fresh baseline.",exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/statistics/memory_population.json,initial-state episode nested in fixed task,480,480,,,,,CONFIRMED,"Exploratory controls: fresh, stale, TTL and TTL+inverse. These are not a calibrated FRAME selector. Three fixed tasks do not support broad LIBERO-suite generalization."
MODEL-population-recovery,TTL and TTL + inverse retained identical input hashes and executed actions in every paired state.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/processed/memory_population_recovery.csv,paired initial state within fixed task,120,1,,,,,CONFIRMED,120/120 paired states passed; maximum recorded action difference is zero. This closes recovery for the tested permutation/access implementation.
MODEL-population-libero_spatial-fresh-success,libero_spatial fresh: official success rate over initial states 1–40.,exploratory,Learned world-action model integration,World-model visualization / descriptive probe,"LIBERO task 0: Spatial, Object, Goal; initial state 0 each",learned action and joint future-image generator,Cosmos Policy 2B; public Wan VAE variant; Torch 2.6 compatibility port,Three preselected states; fresh RGB and proprioception per 16-action decision; official done; synchronous simulation,scripts/cosmos_closed_loop_probe.py; scripts/export_closed_loop_gallery.py; scripts/plot_world_model_probe.py,artifacts/statistics/memory_population.json,initial state within fixed task,40,1.0,,,,,CONFIRMED,"Exploratory fixed-task control. Exact 95% binomial interval: [0.9119026971211976, 1.0]. No calibrated FRAME selector or cross-task claim."
